Functional Location Name L6,Functional Location Type L6,Functional Location Id L6,Functional Location Name L5,Functional Location Type L5,Functional Location Id L5,Functional Location Name L4,Functional Location Type L4,Functional Location Id L4,Functional Location Name L3,Functional Location Type L3,Functional Location Id L3,Functional Location Name L2,Functional Location Type L2,Functional Location Id L2,Functional Location Name L1,Functional Location Type L1,Functional Location Id L1,Asset Id,Asset Name,Asset Status
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Office Pod (Vacant) ,Building,104780,01. Ground Floor,Floor,104791,BLDG Structure,Structure,104818,BLD162969,2103-01 Office Pod,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,McDougall Building,Building,101675,01. Basement,Floor,101095,BLDG Structure,Structure,100513,BLD100358,0351-01 McDougall Building-B,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Ambulance Garage (MAG),Site,102167,Ambulance Garage,Building,102050,01. Ground Floor,Floor,101628,BLDG Structure,Structure,101046,BLD102322,0709-01 Ambulance Garage -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Residence,Building,101882,01. Ground Floor,Floor,101341,BLDG Structure,Structure,100759,BLD102356,2052-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Other Organisations,Site,104886,Launceston Reception Prison,Building,104879,01. Ground Floor,Floor,104866,BLDG Structure,Structure,104853,BLD162999,3002-01 Launceston Reception Prison,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104934,Ground Floor,Floor,104940,BLDG Structure,Structure,104946,BLD112035,2095-01 Patient Accommodation 1 x 2 bedroom unit,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104935,Ground Floor,Floor,104941,BLDG Structure,Structure,104947,BLD112036,2096-01 Patient Accommodation 1 x 2 bedroom unit,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Wilfred Lopes Secure Mental Health Facility (WLSMHF),Site,102215,ADEH Gatehouse,Building,101724,02. First Floor,Floor,104952,BLDG Structure,Structure,104953,BLD163013,0737-02 Gate House-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104938,Ground Floor,Floor,104944,BLDG Structure,Structure,104950,BLD112039,2099-01 Patient Accommodation 1 x 2 bedroom unit,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104936,Ground Floor,Floor,104942,BLDG Structure,Structure,104948,BLD112037,2097-01 Patient Accommodation 1 x 2 bedroom unit,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Cameron Street Child Mental Health,Building,104884,01. Ground Floor,Floor,104871,BLDG Structure,Structure,104858,BLD163003,3007-01 Cameron Street Child Mental Health,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104937,Ground Floor,Floor,104943,BLDG Structure,Structure,104949,BLD112040,2098-01 Patient Accommodation 1 x 2 bedroom unit,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Tower,Building,101921,02. First Floor,Floor,101455,BLDG Structure,Structure,100873,BLD102384,0046-02 Parkside - Tower-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Renal Unit,Building,101996,01. Ground Floor,Floor,101567,BLDG Structure,Structure,100985,BLD102274,0047-01 Parkside - Renal Unit-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Tower,Building,101921,03. Second Floor,Floor,101559,BLDG Structure,Structure,100977,BLD102388,0046-03 Parkside - Tower-L2,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Tower,Building,101921,04. Third Floor,Floor,101535,BLDG Structure,Structure,100953,BLD102390,0046-04 Parkside - Tower-L3,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Tower,Building,101921,01. Ground Floor,Floor,101565,BLDG Structure,Structure,100983,BLD102386,0046-01 Parkside - Tower-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Peacock Centre MHS (PCMHS),Site,102217,Peacock Centre,Building,101718,02. First Floor,Floor,101346,BLDG Structure,Structure,100764,BLD102638,2077-02 Peacock Centre  -L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Tower,Building,101921,06. Fifth Floor,Floor,101460,BLDG Structure,Structure,100878,BLD102389,0046-06 Parkside - Tower-L5,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Parkside (PKS),Site,102100,Parkside - Tower,Building,101921,05. Fourth Floor,Floor,101435,BLDG Structure,Structure,100853,BLD102387,0046-05 Parkside - Tower-L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midwifery Group Practice (MGP),Site,102120,Midwifery Group,Building,101726,01. Ground Floor,Floor,101147,BLDG Structure,Structure,100565,BLD100276,0316-01 Midwifery Group -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Day Centre,Building,101778,01. Ground Floor,Floor,101200,BLDG Structure,Structure,100618,BLD100294,0676-01 Day Centre -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Brighton Community Health Centre (BCHC),Site,102094,Consulting Rooms,Building,101728,01. Ground Floor,Floor,101149,BLDG Structure,Structure,100567,BLD100375,0666-01 Consulting Rooms-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,Services Building,Building,101779,01. Ground Floor,Floor,101201,BLDG Structure,Structure,100619,BLD100293,0149-01 Services Building -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Rosebery Community Health Centre (RBCHC),Site,102179,Community Health Centre,Building,101780,01. Ground Floor,Floor,101202,BLDG Structure,Structure,100620,BLD100324,0182-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 3,Building,101784,01. Ground Floor,Floor,101206,BLDG Structure,Structure,100624,BLD100226,0845-01 Unit 3-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,A Block,Building,101680,01. Lower Ground Floor,Floor,101100,BLDG Structure,Structure,100518,BLD100282,0148-01 A Block-LGF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Clyde Unit,Building,101785,01. Ground Floor,Floor,101207,BLDG Structure,Structure,100625,BLD100296,0529-01 Clyde Unit-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Services Building,Building,101752,02. Roof Plant,Floor,101540,BLDG Structure,Structure,100958,BLD102280,0349-02 Services Building-RF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 2,Building,101786,01. Ground Floor,Floor,101208,BLDG Structure,Structure,100626,BLD100227,0844-01 Unit 2-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,Old Matron's Flat,Building,101788,01. Ground Floor,Floor,101210,BLDG Structure,Structure,100628,BLD100287,2027-01 Old Matron's Flat-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,Flat 2,Building,101789,01. Ground Floor,Floor,101211,BLDG Structure,Structure,100629,BLD100398,0878-01 Flat 2-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Community Health Centre,Building,101790,01. Ground Floor,Floor,101212,BLDG Structure,Structure,100630,BLD100283,0278-01 Community Health Centre -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,B Block,Building,101792,04. Ground Floor,Floor,101214,BLDG Structure,Structure,100632,BLD100285,0148-04 B Block-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Staff and Student Accommodation,Building,101810,02. First Floor,Floor,101596,BLDG Structure,Structure,101014,BLD102537,0096-02 Staff and Student Accommodation -L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Plant Room and Garage,Building,101794,01. Ground Floor,Floor,101216,BLDG Structure,Structure,100634,BLD100278,0280-01 Plant Room and Garage-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Derwent Unit,Building,101677,01. Basement,Floor,101097,BLDG Structure,Structure,100515,BLD100229,0530-01 Derwent Unit-B,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Residence,Building,101795,01. Ground Floor,Floor,101217,BLDG Structure,Structure,100635,BLD100290,0939-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 1,Building,101796,01. Ground Floor,Floor,101218,BLDG Structure,Structure,100636,BLD100224,0843-01 Unit 1 -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Auxiliary Storage Building,Building,101738,01. Ground Floor,Floor,101159,BLDG Structure,Structure,100577,BLD100240,2016-01 Auxillary Storage Building -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,District Hospital,Building,101802,01. Ground Floor,Floor,101224,BLDG Structure,Structure,100642,BLD100304,0094-01 District Hospital-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenorchy Health Centre (GHC),Site,102121,Community Health Centre,Building,101774,03. Second Floor,Floor,101485,BLDG Structure,Structure,100903,BLD102421,0929-03 Community Health Centre-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Statton Building,Building,101737,02. First Floor,Floor,101562,BLDG Structure,Structure,100980,BLD102443,0662-02 Statton Building-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Kingston Health Centre (KHC),Site,102138,Health Centre,Building,101767,02. First Floor,Floor,101488,BLDG Structure,Structure,100906,BLD102282,0982-02 Health Centre-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Brighton Community Health Centre (BCHC),Site,102094,Community Health Centre,Building,101745,01. Ground Floor,Floor,101166,BLDG Structure,Structure,100584,BLD100344,0309-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Derwent Unit,Building,101677,03. First Floor,Floor,101281,BLDG Structure,Structure,100699,BLD100230,0530-03 Derwent Unit-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Garage,Building,101805,01. Ground Floor,Floor,101227,BLDG Structure,Structure,100645,BLD100403,0958-01 Garage -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Parenting Centre New Town (PCNT),Site,102163,Parenting Centre,Building,101699,01. Ground Floor,Floor,101120,BLDG Structure,Structure,100538,BLD100267,0295-01 Parenting Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Derwent Unit,Building,101677,02. Ground Floor,Floor,101228,BLDG Structure,Structure,100646,BLD100228,0530-02 Derwent Unit-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,McDougall Building,Building,101675,03. First Floor,Floor,101561,BLDG Structure,Structure,100979,BLD102444,0351-03 McDougall Building-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cygnet Child Care Centre (CCCC),Site,102110,Schoolhouse Library,Building,101749,01. Ground Floor,Floor,101171,BLDG Structure,Structure,100589,BLD100389,0722-01 Schoolhouse Library -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Parenting Centre New Town (PCNT),Site,102163,Parenting Centre,Building,101699,02. First Floor,Floor,101284,BLDG Structure,Structure,100702,BLD100265,0295-02 Parenting Centre-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Staff and Student Accommodation,Building,101810,01. Ground Floor,Floor,101233,BLDG Structure,Structure,100651,BLD100308,0096-01 Staff and Student Accommodation -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,04. Second Floor,Floor,101450,BLDG Structure,Structure,100868,BLD102436,0346-04 Peacock Building-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bruny Island Community Health Centre Precinct (BICHCP),Site,102090,Residence,Building,101754,01. Ground Floor,Floor,101176,BLDG Structure,Structure,100594,BLD100359,0441-01 Residence -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,East Wing,Building,101811,01. Ground Floor,Floor,101234,BLDG Structure,Structure,100652,BLD100361,0509-01 East Wing-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,03. First Floor,Floor,101498,BLDG Structure,Structure,100916,BLD102437,0346-03 Peacock Building-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clarence Community Health Centre (Integrated Care Centre) (CCHC),Site,102180,Community Health Centre,Building,101673,02. First Floor,Floor,101092,BLDG Structure,Structure,100510,BLD102336,0888-02 Community Health Centre -L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clarence Community Health Centre (Integrated Care Centre) (CCHC),Site,102180,Community Health Centre,Building,101673,03. Second Floor,Floor,101093,BLDG Structure,Structure,100511,BLD102343,0888-03 Community Health Centre -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,05. Third Floor,Floor,101546,BLDG Structure,Structure,100964,BLD102440,0346-05 Peacock Building-L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Kingston Ambulance Station (KAS),Site,102139,Ambulance Station,Building,101756,01. Ground Floor,Floor,101178,BLDG Structure,Structure,100596,BLD100297,0011-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Sub Station,Building,102032,01. Ground Floor,Floor,101607,BLDG Structure,Structure,101025,BLD102345,0098-01 Sub Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,02. Ground Floor,Floor,101571,BLDG Structure,Structure,100989,BLD102438,0346-02 Peacock Building-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,Flat 1,Building,101812,01. Ground Floor,Floor,101235,BLDG Structure,Structure,100653,BLD100376,0681-01 Flat 1-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,Consulting Rooms,Building,101813,01. Ground Floor,Floor,101236,BLDG Structure,Structure,100654,BLD100377,0659-01 Consulting Rooms-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,GP Clinics,Building,101814,01. Ground Floor,Floor,101237,BLDG Structure,Structure,100655,BLD100280,0279-01 GP Clinics-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk Ambulance Station (NNAS),Site,102159,Ambulance Station,Building,101816,01. Ground Floor,Floor,101239,BLDG Structure,Structure,100657,BLD100291,2028-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 4,Building,101817,01. Ground Floor,Floor,101240,BLDG Structure,Structure,100658,BLD100225,0846-01 Unit 4-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cygnet Child Care Centre (CCCC),Site,102110,Child Care Centre,Building,101845,01. Ground Floor,Floor,101270,BLDG Structure,Structure,100688,BLD100363,0550-01 Child Care Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenorchy Health Centre (GHC),Site,102121,Community Health Centre,Building,101774,02. First Floor,Floor,101479,BLDG Structure,Structure,100897,BLD102415,0929-02 Community Health Centre-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cygnet Community Health Centre (CYCHC),Site,102109,Community Health Centre,Building,101846,01. Ground Floor,Floor,101271,BLDG Structure,Structure,100689,BLD100346,0327-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bruny Island Community Health Centre Precinct (BICHCP),Site,102090,Pharmacy,Building,101762,01. Ground Floor,Floor,101184,BLDG Structure,Structure,100602,BLD100312,0117-01 Pharmacy -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Services Building,Building,101820,01. Ground Floor,Floor,101243,BLDG Structure,Structure,100661,BLD100309,0095-01 Services Building -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Orthotic Prosthetic Services and Artificial Limb Centre,Building,101765,01. Ground Floor,Floor,101187,BLDG Structure,Structure,100605,BLD100342,0299-01 Orthotic Prosthetic Services and Artificial Limb Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,McDougall Building,Building,101675,02. Ground Floor,Floor,101572,BLDG Structure,Structure,100990,BLD102441,0351-02 McDougall Building-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Laundry / Store rooms,Building,101823,01. Ground Floor,Floor,101246,BLDG Structure,Structure,100664,BLD100281,0281-01 Laundry / Store rooms-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Kingston Health Centre (KHC),Site,102138,Health Centre,Building,101767,01. Ground Floor,Floor,101189,BLDG Structure,Structure,100607,BLD100407,0982-01 Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,West Wing,Building,102042,02. Ground Floor,Floor,101617,BLDG Structure,Structure,101035,BLD102533,0509-02 West Wing-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Tyenna Units,Building,101825,01. Ground Floor,Floor,101248,BLDG Structure,Structure,100666,BLD100301,0531-01 Tyenna Units-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,Derwent Valley Medical Centre,Building,101827,01. Ground Floor,Floor,101250,BLDG Structure,Structure,100668,BLD100289,0150-01 Derwent Valley Medical Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Risdon Vale Community Health Centre (RVCHC),Site,102177,Community Health Centre,Building,101706,02. First Floor,Floor,101636,BLDG Structure,Structure,101054,BLD102328,0162-02 Community Health Centre-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,South Wing,Building,102052,03. Ground Floor,Floor,101630,BLDG Structure,Structure,101048,BLD102532,0509-03 South Wing-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,B Block,Building,101792,02. Ground Floor,Floor,101251,BLDG Structure,Structure,100669,BLD100286,0148-02 B Block-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,Flat 3,Building,101829,01. Ground Floor,Floor,101253,BLDG Structure,Structure,100671,BLD100397,0880-01 Flat 3-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,06. Fourth Floor,Floor,101454,BLDG Structure,Structure,100872,BLD102435,0346-06 Peacock Building-L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clarence Community Health Centre (Integrated Care Centre) (CCHC),Site,102180,Community Health Centre,Building,101673,01. Ground Floor,Floor,101091,BLDG Structure,Structure,100509,BLD100395,0888-01 Community Health Centre -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,Physio Building,Building,101832,01. Ground Floor,Floor,101256,BLDG Structure,Structure,100674,BLD100378,0658-01 Physio Building-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenorchy Health Centre (GHC),Site,102121,Community Health Centre,Building,101774,01. Ground Floor,Floor,101196,BLDG Structure,Structure,100614,BLD100404,0929-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Lenah Valley Child Health Clinic (LVCHC),Site,102147,Child Health Centre,Building,101833,01. Ground Floor,Floor,101258,BLDG Structure,Structure,100676,BLD100262,0115-01 Child Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Parenting Centre New Town (PCNT),Site,102163,Parenting Centre,Building,102078,01. Ground Floor,Floor,101659,BLDG Structure,Structure,101077,BLD102317,2080-01 Parenting Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,A Block,Building,101680,03. Lower Ground Floor,Floor,101101,BLDG Structure,Structure,100519,BLD100284,0148-03 A Block-LGF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Risdon Vale Community Health Centre (RVCHC),Site,102177,Community Health Centre,Building,101706,01. Ground Floor,Floor,101127,BLDG Structure,Structure,100545,BLD100322,0162-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,McDougall Building,Building,101675,04. Second Floor,Floor,101533,BLDG Structure,Structure,100951,BLD102442,0351-04 McDougall Building-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Community Outreach Building,Building,101674,02. Ground Floor,Floor,101505,BLDG Structure,Structure,100923,BLD102439,0347-02 Community Outreach Building-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - C Block,Building,101869,05. Third Floor,Floor,101314,BLDG Structure,Structure,100732,BLD102582,0112-05 C Block -L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,05. Second Floor,Floor,101320,BLDG Structure,Structure,100738,BLD102568,0114-05 A Block -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,1831 South Building,Building,101801,03. Second Floor,Floor,101285,BLDG Structure,Structure,100703,BLD100269,0059-03 1831 South Building -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Inga Building,Building,101698,02. First Floor,Floor,101276,BLDG Structure,Structure,100694,BLD100273,0174-02 Inga Building-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Spring Bay Community Health Centre (SBCHC),Site,102197,Ambulance Station,Building,101708,01. Ground Floor,Floor,101129,BLDG Structure,Structure,100547,BLD100411,2048-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,Wellington Centre,Building,101887,01. First Floor,Floor,101359,BLDG Structure,Structure,100777,BLD102646,0871-01 Wellington Centre   - Pharmacy -L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Inga Building,Building,101698,03. Second Floor,Floor,101287,BLDG Structure,Structure,100705,BLD100221,0174-03 Inga Building-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Tasman Multi Purpose Service Centre Precinct (TMPSCP),Site,102166,E Block,Building,102024,05. Ground Floor,Floor,101599,BLDG Structure,Structure,101017,BLD102534,0485-05 E Block-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - Consultant office,Building,101941,03. Second Floor,Floor,101487,BLDG Structure,Structure,100905,BLD102433,0313-03 RHH - Consultant office -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - D Block,Building,101871,05. Third Floor,Floor,101377,BLDG Structure,Structure,100795,BLD102588,0118-05 D Block -L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,The Piggery,Building,102035,01. Ground Floor,Floor,101610,BLDG Structure,Structure,101028,BLD102309,0725-01 The Piggery-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Wingfield Building,Building,101781,01. Ground Floor,Floor,101203,BLDG Structure,Structure,100621,BLD100247,0057-01 Wingfield Building -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - H Block,Building,101870,12. Roof,Floor,104811,BLDG Structure,Structure,104838,BLD162987,0113-12 H Block-RF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - H Block,Building,101870,05. Second Floor,Floor,101329,BLDG Structure,Structure,100747,BLD102610,0113-05 H Block -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,09. Sixth Floor,Floor,101323,BLDG Structure,Structure,100741,BLD102572,0114-09 A Block -L6,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Store / Workshop,Building,101783,01. Ground Floor,Floor,101205,BLDG Structure,Structure,100623,BLD100298,0030-01 Store / Workshop-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Transport Galvanised Shed,Building,102018,01. Ground Floor,Floor,101592,BLDG Structure,Structure,101010,BLD102311,0934-01 Transport Galvanised Shed,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - J Block,Building,101900,03. Second Floor,Floor,101419,BLDG Structure,Structure,100837,BLD102621,0735-03 J Block -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Dental Centre (SDC),Site,102160,Warragul Ave Building,Building,102040,02. First Floor,Floor,101664,BLDG Structure,Structure,101082,BLD102523,0008-02 Warragul Ave Building-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,Wellington Centre,Building,101887,03. Third Floor,Floor,101390,BLDG Structure,Structure,100808,BLD102649,2059-02 Wellington Air Bridge-L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Sorell Ambulance Station (SAS),Site,102186,Ambulance Station,Building,102011,01. Ground Floor,Floor,101585,BLDG Structure,Structure,101003,BLD102540,0322-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,1831 North Building,Building,101676,04. Second Floor,Floor,101286,BLDG Structure,Structure,100704,BLD100270,0067-04 1831 North Building -L2,Active
